Model,Year,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Years_Relative
i8,2022,Blue,Electric,Automatic,1.8,167122,54388,8135,High,2
X1,2022,White,Diesel,Automatic,4.9,79877,114701,2815,Low,2
3 Series,2023,White,Electric,Automatic,2.1,147441,113523,4807,Low,1
5 Series,2023,White,Diesel,Automatic,2.5,100196,84743,7304,High,1
X5,2022,Red,Diesel,Manual,3.9,115997,111345,8143,High,2
i3,2023,Red,Electric,Automatic,4.6,100904,50523,4744,Low,1
i8,2022,Grey,Hybrid,Automatic,3.1,186265,57372,1464,Low,2
3 Series,2022,Red,Petrol,Automatic,2.9,33850,79369,6731,Low,2
i8,2022,White,Hybrid,Automatic,2.5,174598,34255,1076,Low,2
i3,2024,Black,Petrol,Automatic,2.7,120569,56761,1859,Low,0
X1,2022,Black,Petrol,Automatic,1.9,137199,115558,8166,High,2
X5,2022,Blue,Petrol,Manual,2.2,190981,31041,7990,High,2
M3,2022,Red,Electric,Automatic,2.9,43068,100477,6373,Low,2
X6,2022,Grey,Diesel,Manual,3.8,143518,103745,3371,Low,2
M5,2023,Silver,Hybrid,Automatic,2.1,31425,109403,2064,Low,1
M3,2022,Silver,Petrol,Automatic,2.9,113961,32757,216,Low,2
5 Series,2022,Grey,Diesel,Manual,4.0,173512,105798,7974,High,2
5 Series,2022,Red,Electric,Manual,2.9,65113,53990,2402,Low,2
X1,2023,Silver,Electric,Automatic,2.7,74239,84274,7232,High,1
5 Series,2022,Blue,Diesel,Automatic,3.0,96790,111585,5318,Low,2
5 Series,2022,Silver,Diesel,Manual,4.2,174379,74833,5932,Low,2
i8,2024,Silver,Electric,Manual,3.1,135190,89114,364,Low,0
X1,2023,Red,Electric,Automatic,2.5,26834,77497,5961,Low,1
M3,2023,White,Diesel,Automatic,4.2,17457,93802,2583,Low,1
M3,2024,Silver,Petrol,Automatic,2.2,56134,115039,2260,Low,0
X5,2022,Blue,Diesel,Automatic,3.1,79393,110511,4160,Low,2
M5,2022,Silver,Petrol,Manual,2.5,23430,112947,4968,Low,2
M5,2024,Red,Petrol,Manual,2.0,14165,39289,9579,High,0
M3,2022,Black,Electric,Automatic,3.3,88784,31893,5544,Low,2
7 Series,2024,Blue,Petrol,Manual,4.7,121066,109348,168,Low,0
i8,2024,White,Diesel,Manual,4.4,176761,115946,3301,Low,0
X6,2024,Silver,Electric,Automatic,4.9,77572,109181,4593,Low,0
i3,2022,Silver,Electric,Automatic,2.8,102220,65295,2026,Low,2
i8,2022,Red,Petrol,Manual,1.7,172385,44925,7087,High,2
M5,2022,White,Diesel,Manual,2.0,40456,106230,2099,Low,2
3 Series,2023,Black,Petrol,Manual,2.0,47205,115081,6058,Low,1
X6,2022,Black,Hybrid,Automatic,4.5,771,101572,6931,Low,2
5 Series,2024,Grey,Diesel,Manual,2.7,121021,102604,6137,Low,0
i3,2023,Black,Diesel,Automatic,4.0,62142,66823,3367,Low,1
i3,2024,Blue,Diesel,Automatic,4.5,126003,117463,7126,High,0
X6,2024,Grey,Diesel,Manual,2.1,67059,47357,199,Low,0
7 Series,2022,Black,Hybrid,Manual,2.6,2159,85622,7789,High,2
X6,2023,Red,Hybrid,Automatic,2.4,41045,48107,8588,High,1
7 Series,2024,Silver,Electric,Automatic,2.5,10660,33095,7408,High,0
M3,2023,Grey,Hybrid,Automatic,2.2,188277,100503,8639,High,1
X5,2022,Black,Diesel,Manual,2.7,59951,75581,2954,Low,2
7 Series,2022,Red,Petrol,Automatic,2.9,165489,108216,783,Low,2
5 Series,2024,Grey,Diesel,Automatic,3.1,183615,108620,2768,Low,0
5 Series,2024,Blue,Hybrid,Automatic,4.7,144853,38363,9204,High,0
X3,2022,Grey,Petrol,Manual,3.7,19555,84363,1967,Low,2
X5,2024,Silver,Diesel,Automatic,4.1,178956,70792,6162,Low,0
X5,2023,Red,Diesel,Automatic,5.0,69625,38401,4236,Low,1
X6,2022,White,Hybrid,Automatic,2.5,59294,94630,8019,High,2
5 Series,2023,Grey,Diesel,Manual,4.2,66205,53927,869,Low,1
5 Series,2022,Blue,Diesel,Automatic,3.9,76827,103201,9274,High,2
i3,2022,White,Electric,Manual,3.3,162434,56749,8296,High,2
X1,2024,White,Diesel,Manual,1.5,24115,80223,8003,High,0
M3,2024,White,Electric,Manual,4.1,97318,74348,3501,Low,0
5 Series,2023,Red,Electric,Manual,4.3,47176,60380,622,Low,1
X3,2023,Silver,Hybrid,Manual,3.6,90484,93051,8540,High,1
i3,2022,Blue,Electric,Automatic,4.4,168081,64252,7590,High,2
5 Series,2022,Blue,Electric,Manual,3.0,83402,46771,7628,High,2
X5,2022,White,Petrol,Manual,1.9,192914,64063,5467,Low,2
M5,2022,Red,Diesel,Manual,1.7,185229,102721,3227,Low,2
7 Series,2024,Red,Petrol,Manual,3.9,193617,55171,8516,High,0
X5,2023,Red,Hybrid,Manual,4.1,115862,65555,7544,High,1
7 Series,2022,Black,Electric,Manual,1.8,44080,95805,9324,High,2
i8,2022,Grey,Hybrid,Manual,2.7,186547,49324,9562,High,2
5 Series,2024,Black,Diesel,Manual,4.7,89992,58039,5690,Low,0
M3,2024,Red,Electric,Automatic,2.3,185010,45428,6509,Low,0
i3,2024,Black,Diesel,Manual,2.0,184065,38091,2154,Low,0
i3,2022,Red,Electric,Manual,4.5,57135,31120,5935,Low,2
5 Series,2023,Silver,Hybrid,Automatic,2.5,181043,119988,4090,Low,1
i3,2022,White,Hybrid,Automatic,1.8,159480,93155,8998,High,2
X5,2022,White,Electric,Automatic,2.0,105463,55407,6879,Low,2
i8,2022,Grey,Hybrid,Manual,1.8,126473,44280,4571,Low,2
3 Series,2022,Silver,Electric,Manual,5.0,70483,73434,3308,Low,2
X3,2024,White,Hybrid,Manual,4.9,159359,51069,7731,High,0
M3,2024,Black,Hybrid,Manual,1.8,126593,84762,4076,Low,0
X1,2022,White,Diesel,Automatic,2.9,101461,32665,3319,Low,2
X5,2023,Black,Petrol,Manual,3.6,196449,83215,5468,Low,1
7 Series,2022,Black,Electric,Manual,4.7,73354,110733,844,Low,2
X1,2023,Red,Electric,Manual,3.6,143126,40338,2150,Low,1
M5,2022,White,Electric,Manual,3.4,75679,56733,4540,Low,2
i3,2022,Silver,Diesel,Manual,4.6,161807,47862,8546,High,2
M3,2023,Red,Electric,Manual,4.4,166383,84173,4652,Low,1
5 Series,2024,Black,Hybrid,Automatic,1.9,706,61401,9393,High,0
i8,2024,Red,Electric,Manual,2.2,25609,60998,2688,Low,0
X1,2023,White,Hybrid,Manual,4.5,68927,81568,3946,Low,1
X5,2023,Silver,Diesel,Manual,3.3,105116,36598,4056,Low,1
M3,2023,Blue,Electric,Automatic,2.4,178839,69433,2687,Low,1
X5,2024,Blue,Petrol,Automatic,2.5,90825,80087,9306,High,0
M3,2024,Black,Petrol,Manual,2.4,79430,61819,581,Low,0
M5,2024,Red,Hybrid,Automatic,3.5,150714,32455,6976,Low,0
X1,2023,Black,Diesel,Manual,2.8,127762,87775,716,Low,1
X1,2024,White,Diesel,Manual,1.9,151473,77129,7719,High,0
X1,2024,Black,Hybrid,Manual,3.5,78699,101495,3941,Low,0
i8,2023,Black,Petrol,Manual,4.3,62149,97696,2197,Low,1
i8,2024,White,Hybrid,Automatic,1.6,126301,99636,7172,High,0
5 Series,2022,Silver,Diesel,Manual,1.6,101136,67706,5149,Low,2
X3,2023,Grey,Hybrid,Manual,1.8,142662,64585,6803,Low,1
i8,2024,Silver,Petrol,Automatic,2.8,24076,79596,9419,High,0
3 Series,2024,Black,Hybrid,Manual,3.2,57170,63848,4992,Low,0
X5,2023,Black,Hybrid,Automatic,3.1,42509,111042,1645,Low,1
M5,2022,Silver,Petrol,Manual,3.4,100246,86937,7144,High,2
X6,2023,Black,Diesel,Manual,4.7,180078,107878,5266,Low,1
X3,2024,White,Petrol,Automatic,4.2,156907,107800,4281,Low,0
i8,2023,Blue,Electric,Automatic,2.7,177580,62332,1600,Low,1
7 Series,2023,White,Petrol,Automatic,4.5,1392,58288,1206,Low,1
M5,2023,Blue,Diesel,Manual,4.5,69893,48673,5853,Low,1
X5,2022,Black,Diesel,Manual,5.0,135518,109837,8451,High,2
X3,2022,Silver,Electric,Automatic,4.7,47399,109497,7300,High,2
i3,2022,Blue,Diesel,Automatic,2.7,118045,106865,8023,High,2
i8,2024,Black,Hybrid,Automatic,2.3,103969,79948,7419,High,0
i8,2023,Red,Diesel,Automatic,3.8,139313,35931,9248,High,1
5 Series,2024,Black,Diesel,Automatic,3.6,165801,66310,3005,Low,0
7 Series,2023,Blue,Hybrid,Automatic,3.2,157637,62047,6902,Low,1
7 Series,2024,Blue,Electric,Automatic,2.7,89121,94666,2508,Low,0
i3,2024,Blue,Hybrid,Automatic,3.4,741,108646,5966,Low,0
3 Series,2024,White,Electric,Manual,4.9,104550,118365,413,Low,0
X1,2024,Grey,Diesel,Automatic,2.5,145977,54225,5821,Low,0
i8,2023,Red,Diesel,Automatic,4.2,199955,87401,5388,Low,1
M5,2023,Black,Petrol,Automatic,1.5,59883,54438,2548,Low,1
X1,2023,Black,Hybrid,Manual,2.4,89511,85079,2460,Low,1
5 Series,2022,Grey,Petrol,Automatic,5.0,45962,69984,5828,Low,2
i8,2022,Blue,Petrol,Manual,4.1,20873,55757,3534,Low,2
X6,2022,Red,Hybrid,Automatic,3.3,57118,72694,6133,Low,2
i8,2022,Silver,Hybrid,Manual,1.7,70462,105383,1132,Low,2
X1,2022,Blue,Electric,Manual,3.3,85653,79526,6167,Low,2
M5,2024,Grey,Petrol,Automatic,4.6,130341,83383,7690,High,0
3 Series,2023,White,Electric,Automatic,1.9,121148,31438,2019,Low,1
i3,2022,Red,Hybrid,Automatic,3.0,29515,66973,9925,High,2
X1,2022,Black,Hybrid,Automatic,3.9,177897,44994,6803,Low,2
i3,2023,Silver,Petrol,Automatic,4.3,169241,108951,7947,High,1
i3,2022,Grey,Electric,Manual,2.7,159983,33403,1979,Low,2
X5,2023,Blue,Hybrid,Manual,4.0,32017,84790,6725,Low,1
X6,2022,White,Petrol,Automatic,2.3,185371,107998,2033,Low,2
3 Series,2024,White,Diesel,Automatic,4.9,116643,117829,9562,High,0
X6,2022,Red,Hybrid,Manual,4.5,189293,89089,1313,Low,2
X5,2024,Blue,Hybrid,Automatic,3.5,142521,81868,3270,Low,0
i3,2024,White,Diesel,Automatic,2.2,141701,38635,7995,High,0
M3,2023,Black,Petrol,Automatic,3.1,15189,112102,2170,Low,1
X1,2022,Black,Electric,Manual,2.0,163320,52633,3185,Low,2
X6,2024,Black,Hybrid,Manual,3.9,108,102180,9467,High,0
M5,2023,White,Hybrid,Automatic,1.8,10998,84019,5580,Low,1
M3,2023,Blue,Hybrid,Manual,3.7,159198,99733,966,Low,1
X3,2024,Red,Hybrid,Automatic,2.0,63754,97683,8437,High,0
5 Series,2022,Grey,Diesel,Automatic,2.0,72225,101200,4004,Low,2
i3,2022,Red,Electric,Automatic,4.4,177467,93592,9135,High,2
X5,2024,Red,Electric,Manual,2.4,179890,100656,2655,Low,0
X3,2024,Red,Diesel,Manual,3.6,165261,90829,2317,Low,0
3 Series,2022,Black,Diesel,Manual,3.7,13749,43291,3787,Low,2
7 Series,2024,Black,Electric,Manual,4.8,182358,108640,1509,Low,0
X5,2022,White,Diesel,Manual,4.9,153954,110062,7721,High,2
7 Series,2022,Grey,Electric,Automatic,1.6,162596,81274,9318,High,2
7 Series,2024,Grey,Electric,Automatic,2.4,87520,119926,8203,High,0
7 Series,2024,White,Petrol,Manual,4.5,11116,50324,8754,High,0
M3,2024,Silver,Petrol,Manual,2.8,43850,43790,6213,Low,0
i3,2023,Grey,Hybrid,Automatic,4.5,14475,56628,1755,Low,1
M3,2024,Blue,Petrol,Manual,3.3,159278,46925,1828,Low,0
X1,2023,Red,Diesel,Automatic,1.7,103461,93977,839,Low,1
3 Series,2022,Silver,Diesel,Automatic,3.5,121621,48977,9695,High,2
7 Series,2022,White,Electric,Automatic,1.9,188855,119909,5394,Low,2
M3,2023,Black,Hybrid,Automatic,4.6,126170,41687,6117,Low,1
5 Series,2023,Silver,Diesel,Manual,2.1,6490,37549,6738,Low,1
X3,2022,White,Electric,Automatic,2.1,130017,84760,2749,Low,2
i3,2023,White,Diesel,Manual,4.3,194437,53198,7348,High,1
X5,2023,Blue,Diesel,Manual,4.0,15536,82359,2234,Low,1
M5,2022,Black,Diesel,Automatic,3.5,179192,107965,3552,Low,2
i3,2024,Silver,Electric,Manual,3.4,143940,104063,7897,High,0
X1,2023,Silver,Petrol,Manual,2.6,3923,86128,4161,Low,1
X6,2023,Grey,Hybrid,Automatic,4.8,135994,50861,7593,High,1
X1,2022,Black,Petrol,Automatic,4.2,39142,57873,4581,Low,2
5 Series,2022,Silver,Petrol,Manual,4.1,46328,59191,5519,Low,2
3 Series,2022,Red,Hybrid,Automatic,2.7,85213,55533,2913,Low,2
X5,2023,Red,Petrol,Manual,2.4,152609,97427,1362,Low,1
3 Series,2022,Red,Electric,Manual,2.3,50489,101927,8366,High,2
X3,2023,Black,Hybrid,Automatic,4.2,114792,68698,1781,Low,1
X6,2024,Silver,Diesel,Manual,2.5,34005,108936,5200,Low,0
X3,2022,White,Petrol,Manual,2.4,47573,72817,2643,Low,2
X5,2023,Silver,Diesel,Manual,3.8,138406,102201,1245,Low,1
X6,2023,Red,Petrol,Automatic,1.5,165734,75711,2333,Low,1
X1,2023,Red,Diesel,Automatic,2.2,26207,76089,404,Low,1
7 Series,2024,Grey,Electric,Manual,3.0,37420,34655,2037,Low,0
3 Series,2023,Grey,Electric,Automatic,4.6,122082,41467,6294,Low,1
X5,2022,White,Hybrid,Manual,4.8,151931,81623,5153,Low,2
7 Series,2024,Grey,Diesel,Manual,2.0,21923,90799,8702,High,0
X6,2022,Blue,Hybrid,Manual,3.9,188097,88720,9488,High,2
7 Series,2024,Silver,Hybrid,Manual,4.6,59140,92621,4063,Low,0
X5,2024,Silver,Electric,Manual,4.4,21684,62418,1655,Low,0
5 Series,2023,Black,Diesel,Automatic,4.4,83721,60509,6733,Low,1
M3,2022,Grey,Petrol,Manual,3.0,90594,30508,9122,High,2
7 Series,2024,Silver,Petrol,Manual,4.4,118330,96161,6310,Low,0
M5,2023,Grey,Electric,Automatic,2.9,10835,44328,1322,Low,1
i8,2022,Black,Petrol,Manual,1.6,163342,76444,8306,High,2
X1,2023,Grey,Diesel,Automatic,4.1,95339,48665,5884,Low,1
X1,2024,Grey,Electric,Automatic,3.5,11237,74346,3584,Low,0
M5,2023,Red,Hybrid,Automatic,4.3,67696,107133,2768,Low,1
5 Series,2022,Grey,Electric,Automatic,4.2,38931,100483,1919,Low,2
X6,2023,Grey,Electric,Manual,3.9,150061,56589,9625,High,1
X5,2022,White,Hybrid,Automatic,4.2,50397,93512,1465,Low,2
M3,2023,Blue,Petrol,Automatic,2.0,150562,112664,3050,Low,1
i3,2024,White,Diesel,Manual,4.6,57768,115374,9087,High,0
X3,2024,Grey,Electric,Manual,2.7,2053,54941,9248,High,0
X5,2022,Blue,Electric,Automatic,2.9,59063,35497,9320,High,2
5 Series,2022,Grey,Electric,Manual,1.6,146209,54769,6336,Low,2
X5,2024,Blue,Hybrid,Manual,3.6,172819,87894,312,Low,0
M3,2022,Black,Diesel,Manual,4.5,141355,63673,1326,Low,2
X5,2024,Red,Hybrid,Manual,4.1,179263,51892,3770,Low,0
3 Series,2022,Black,Electric,Manual,4.8,22368,91918,171,Low,2
X3,2022,Silver,Electric,Manual,3.5,16972,112805,8044,High,2
X6,2023,White,Diesel,Automatic,3.4,5113,70855,6593,Low,1
X6,2024,Silver,Diesel,Automatic,2.5,100208,85714,7795,High,0
3 Series,2022,Red,Diesel,Manual,3.9,111820,112606,6749,Low,2
7 Series,2023,Black,Petrol,Manual,1.6,91055,101413,197,Low,1
M5,2023,White,Diesel,Automatic,1.9,83276,84481,4607,Low,1
X3,2022,Grey,Petrol,Manual,3.8,85118,68145,6645,Low,2
X3,2023,White,Diesel,Manual,3.0,95438,81356,4935,Low,1
X3,2024,Red,Electric,Manual,2.8,138832,86075,9547,High,0
X3,2023,Grey,Diesel,Automatic,1.7,79776,99125,8270,High,1
i8,2022,Blue,Electric,Manual,4.0,145721,75417,861,Low,2
X3,2022,White,Petrol,Automatic,1.7,137111,88530,5578,Low,2
X1,2024,Black,Diesel,Manual,3.2,66821,112195,700,Low,0
M3,2023,Silver,Hybrid,Automatic,3.1,167517,48221,6816,Low,1
M5,2022,Red,Petrol,Automatic,2.8,145646,75883,8194,High,2
5 Series,2022,White,Electric,Manual,3.8,177157,77984,7923,High,2
X1,2024,Silver,Diesel,Manual,2.7,44487,67969,1996,Low,0
M3,2024,Black,Electric,Automatic,3.8,163543,40401,3823,Low,0
5 Series,2024,Blue,Electric,Automatic,3.3,182904,77388,4752,Low,0
X3,2023,White,Petrol,Automatic,2.5,53814,105436,8828,High,1
M5,2022,Grey,Electric,Automatic,1.9,114239,48981,649,Low,2
X1,2023,Red,Petrol,Automatic,3.0,77121,59829,608,Low,1
M3,2022,Black,Electric,Manual,4.4,97907,106059,6423,Low,2
M3,2024,Grey,Hybrid,Automatic,3.6,79615,47475,1852,Low,0
i8,2024,Red,Petrol,Automatic,2.7,188725,79486,9814,High,0
X5,2023,Grey,Electric,Automatic,2.6,180303,95531,1630,Low,1
7 Series,2022,Black,Diesel,Automatic,4.1,58617,96051,1467,Low,2
3 Series,2022,Red,Hybrid,Automatic,2.5,173045,65142,1272,Low,2
7 Series,2024,White,Hybrid,Manual,4.0,30443,95571,1520,Low,0
7 Series,2022,Red,Petrol,Automatic,4.4,6857,77748,4876,Low,2
X5,2023,Black,Electric,Automatic,1.9,135997,112330,6018,Low,1
3 Series,2024,Black,Petrol,Manual,2.3,183218,88043,3703,Low,0
7 Series,2023,Black,Petrol,Manual,4.1,181054,116237,798,Low,1
M5,2024,Red,Hybrid,Automatic,3.4,64327,55381,655,Low,0
M5,2024,Blue,Petrol,Manual,3.8,91053,39298,7782,High,0
7 Series,2023,Black,Hybrid,Manual,2.7,65373,45074,6436,Low,1
i8,2023,Grey,Electric,Manual,4.3,99660,95204,9972,High,1
M5,2024,Silver,Petrol,Automatic,2.1,184196,80409,4429,Low,0
X3,2022,Black,Diesel,Automatic,4.7,53589,40029,3755,Low,2
i3,2024,Black,Hybrid,Manual,2.0,120751,35342,5823,Low,0
3 Series,2022,White,Hybrid,Manual,4.2,116796,99354,5447,Low,2
i8,2024,Black,Hybrid,Automatic,1.6,168079,70450,7849,High,0
7 Series,2023,Black,Diesel,Manual,3.8,4571,97001,8355,High,1
7 Series,2024,Blue,Petrol,Manual,2.4,72703,74502,7787,High,0
5 Series,2023,Blue,Diesel,Manual,1.8,68015,76297,6592,Low,1
3 Series,2024,Silver,Diesel,Automatic,3.9,191605,62788,1697,Low,0
X6,2023,White,Diesel,Automatic,1.7,173826,58279,1217,Low,1
X3,2022,Black,Diesel,Manual,4.7,61892,90744,1837,Low,2
3 Series,2022,White,Petrol,Automatic,2.7,14750,84641,5716,Low,2
7 Series,2022,Grey,Petrol,Automatic,3.1,108078,92897,613,Low,2
X1,2022,Red,Electric,Automatic,4.1,66638,113348,5476,Low,2
X6,2023,White,Diesel,Manual,3.0,25072,115597,2004,Low,1
M5,2024,Blue,Petrol,Manual,2.3,25713,58153,1249,Low,0
X3,2024,Silver,Diesel,Manual,4.0,26237,35025,9584,High,0
5 Series,2022,Red,Petrol,Automatic,2.4,171126,114705,3271,Low,2
5 Series,2023,Red,Electric,Manual,2.6,74120,43929,5733,Low,1
M3,2023,Black,Hybrid,Manual,3.4,140045,66305,479,Low,1
i8,2023,Red,Hybrid,Manual,2.1,181088,93172,8375,High,1
X6,2022,Blue,Electric,Automatic,2.7,18779,65827,5639,Low,2
i3,2024,Grey,Petrol,Manual,1.5,30269,99011,8950,High,0
5 Series,2023,Silver,Hybrid,Manual,4.7,135881,105092,1318,Low,1
3 Series,2023,Grey,Electric,Automatic,3.1,177091,71078,3517,Low,1
X3,2022,Red,Hybrid,Automatic,3.2,42959,102192,971,Low,2
M5,2023,Silver,Electric,Automatic,1.8,31096,41060,4346,Low,1
X6,2022,Grey,Electric,Manual,5.0,79896,119098,9602,High,2
7 Series,2022,Silver,Hybrid,Automatic,4.6,93810,55648,9358,High,2
X1,2022,Blue,Diesel,Manual,3.3,2041,39156,355,Low,2
3 Series,2024,Black,Hybrid,Manual,3.8,175239,88758,4240,Low,0
X6,2023,Red,Electric,Manual,3.6,77624,86436,7051,High,1
7 Series,2024,Grey,Petrol,Manual,2.7,66930,58482,1277,Low,0
i3,2022,Blue,Petrol,Manual,1.6,147278,118932,3762,Low,2
X6,2022,White,Petrol,Manual,4.2,155718,67501,4029,Low,2
X1,2022,Silver,Petrol,Manual,2.4,127519,60227,2605,Low,2
X5,2023,White,Hybrid,Automatic,4.4,107544,74946,5693,Low,1
5 Series,2024,Black,Electric,Automatic,2.2,27721,51273,4537,Low,0
X3,2024,Silver,Hybrid,Automatic,3.0,162316,76624,7992,High,0
X6,2023,White,Diesel,Manual,2.5,51498,85405,5274,Low,1
X5,2022,Black,Hybrid,Automatic,4.6,125328,54703,6632,Low,2
i8,2023,Blue,Petrol,Automatic,3.0,34464,32120,9141,High,1
M5,2024,Black,Petrol,Manual,4.1,168174,62963,2018,Low,0
i8,2023,White,Hybrid,Manual,4.4,188113,83963,3337,Low,1
X1,2022,Red,Electric,Manual,3.9,4817,95196,8898,High,2
5 Series,2023,Blue,Hybrid,Automatic,5.0,45493,51795,625,Low,1
3 Series,2023,Silver,Electric,Automatic,2.5,58351,84664,8771,High,1
X3,2023,Blue,Diesel,Automatic,1.6,152224,33435,8250,High,1
M3,2024,Silver,Diesel,Automatic,1.8,139593,89755,9228,High,0
M3,2023,Black,Petrol,Automatic,2.5,87137,99218,6572,Low,1
i8,2022,Red,Diesel,Automatic,4.3,89857,39705,3634,Low,2
i8,2024,Black,Diesel,Manual,3.7,72213,67586,8917,High,0
X6,2024,White,Petrol,Manual,4.2,68143,87053,3636,Low,0
i3,2024,Red,Petrol,Manual,3.1,19548,100069,3239,Low,0
M3,2022,White,Petrol,Automatic,3.3,116941,90495,4339,Low,2
i8,2024,Black,Electric,Automatic,4.0,187838,30724,1201,Low,0
X3,2024,Red,Hybrid,Manual,3.6,148205,68987,9464,High,0
5 Series,2024,White,Petrol,Automatic,2.2,10785,83860,9241,High,0
7 Series,2024,Grey,Petrol,Automatic,3.6,12132,58050,3875,Low,0
3 Series,2022,Grey,Hybrid,Automatic,4.9,62182,119451,8530,High,2
X5,2022,Black,Hybrid,Automatic,3.2,156308,94257,8280,High,2
M5,2023,White,Petrol,Manual,3.4,130765,95886,2196,Low,1
3 Series,2023,Grey,Diesel,Automatic,3.1,137950,62396,8999,High,1
i8,2024,Red,Electric,Automatic,2.8,104501,113888,1385,Low,0
i3,2023,Black,Hybrid,Automatic,4.0,95333,46291,7405,High,1
X1,2023,Silver,Diesel,Automatic,3.9,38852,43834,7427,High,1
5 Series,2022,Grey,Petrol,Automatic,3.4,182450,57673,635,Low,2
3 Series,2022,Red,Hybrid,Manual,3.1,138529,54826,9138,High,2
i3,2024,Grey,Diesel,Automatic,2.7,84550,118989,4379,Low,0
M3,2022,Grey,Diesel,Automatic,1.6,172607,53325,3663,Low,2
X6,2023,Black,Petrol,Manual,3.2,183167,118375,8695,High,1
X6,2023,Black,Petrol,Automatic,3.7,54448,47355,9237,High,1
7 Series,2022,Black,Hybrid,Manual,1.9,127281,78784,7107,High,2
X5,2023,Silver,Hybrid,Automatic,4.0,52626,118257,534,Low,1
X3,2023,Blue,Diesel,Manual,1.9,57391,72142,5786,Low,1
3 Series,2023,Blue,Petrol,Automatic,3.2,60533,96351,2044,Low,1
i3,2022,Red,Diesel,Manual,3.8,175336,59624,9566,High,2
i3,2024,Grey,Petrol,Manual,3.5,165342,46999,8823,High,0
X6,2024,Blue,Petrol,Manual,5.0,129135,67423,817,Low,0
M5,2023,Red,Electric,Manual,4.2,64313,47394,2218,Low,1
M3,2024,Blue,Electric,Automatic,4.2,53887,119655,3156,Low,0
M3,2024,White,Diesel,Manual,2.3,150339,35414,3764,Low,0
5 Series,2022,Red,Diesel,Automatic,3.5,25344,76624,1096,Low,2
X5,2022,Red,Electric,Automatic,4.1,76310,115356,7173,High,2
i3,2022,Black,Electric,Manual,3.9,26326,50897,5659,Low,2
5 Series,2024,Red,Diesel,Automatic,3.5,105204,85487,9129,High,0
3 Series,2022,Red,Petrol,Manual,4.6,171792,57729,7534,High,2
i8,2023,White,Electric,Automatic,2.0,74530,48801,2610,Low,1
5 Series,2024,Silver,Diesel,Automatic,2.3,183141,34769,7168,High,0
M5,2023,Blue,Petrol,Manual,1.7,132848,105142,2284,Low,1
M3,2024,Black,Electric,Manual,3.2,85971,95328,2253,Low,0
X3,2024,Grey,Hybrid,Manual,1.9,152830,85240,3083,Low,0
i8,2022,Red,Diesel,Manual,2.2,131406,98854,1337,Low,2
3 Series,2022,Silver,Diesel,Manual,3.0,177839,52928,7455,High,2
3 Series,2023,White,Electric,Manual,2.8,163273,110329,4074,Low,1
X5,2024,Black,Diesel,Manual,2.5,26010,50248,3024,Low,0
M5,2022,White,Diesel,Automatic,3.8,187830,49947,547,Low,2
3 Series,2024,Red,Hybrid,Manual,1.9,64296,117711,7753,High,0
X6,2023,White,Diesel,Automatic,4.5,141429,79602,2492,Low,1
X3,2022,Blue,Diesel,Manual,2.7,2490,31140,5279,Low,2
X6,2023,Red,Petrol,Manual,3.7,56642,59783,9560,High,1
X3,2024,Black,Diesel,Automatic,1.7,32589,110790,5069,Low,0
X6,2024,Black,Hybrid,Manual,3.9,70863,83171,1357,Low,0
7 Series,2024,Red,Electric,Automatic,4.9,147424,36431,1348,Low,0
7 Series,2024,Red,Petrol,Manual,2.8,142494,115526,5090,Low,0
X5,2022,White,Hybrid,Automatic,1.7,159819,75976,4804,Low,2
X5,2024,Grey,Electric,Manual,2.4,129091,45476,4913,Low,0
X1,2023,Red,Electric,Manual,2.9,44313,75292,2121,Low,1
M5,2023,Red,Hybrid,Manual,2.6,54777,107494,7480,High,1
X6,2023,Silver,Hybrid,Automatic,1.9,105201,61236,5518,Low,1
5 Series,2024,Grey,Diesel,Manual,3.4,128890,86701,7115,High,0
M3,2023,Grey,Diesel,Automatic,3.3,67010,102974,9237,High,1
i8,2023,White,Petrol,Automatic,2.0,197418,96520,8162,High,1
i3,2022,Grey,Diesel,Automatic,3.6,75207,32298,7012,High,2
M3,2022,White,Petrol,Automatic,3.9,148687,52134,6962,Low,2
M5,2024,Black,Petrol,Automatic,2.4,56605,106208,5677,Low,0
X6,2022,White,Hybrid,Manual,2.1,128841,119834,6383,Low,2
X1,2024,Red,Diesel,Manual,4.7,40269,34458,5442,Low,0
3 Series,2024,Blue,Petrol,Manual,2.9,154630,34118,5746,Low,0
X3,2022,White,Petrol,Manual,3.8,2041,42700,8046,High,2
X5,2024,Red,Hybrid,Manual,3.7,123580,64890,8261,High,0
5 Series,2023,Silver,Hybrid,Automatic,3.2,119590,59745,1955,Low,1
5 Series,2023,Black,Diesel,Manual,4.4,42764,94453,4025,Low,1
7 Series,2022,White,Petrol,Automatic,4.1,110192,83868,9064,High,2
5 Series,2024,Grey,Electric,Automatic,2.9,106891,101846,8982,High,0
X6,2022,Silver,Diesel,Manual,4.9,91362,39620,9695,High,2
M5,2022,Red,Diesel,Automatic,3.8,61826,59110,4458,Low,2
7 Series,2024,White,Hybrid,Automatic,3.6,44054,93399,4364,Low,0
M5,2024,White,Petrol,Manual,1.8,100784,86001,1314,Low,0
5 Series,2023,Silver,Electric,Automatic,2.4,80172,37709,9160,High,1
